# Large topology - 250 ASes, 4-tier hierarchy
1001|1002|0|bgp
1001|1003|0|bgp
1001|1004|0|bgp
1001|1005|0|bgp
1002|1003|0|bgp
1002|1004|0|bgp
1002|1005|0|bgp
1003|1004|0|bgp
1003|1005|0|bgp
1004|1005|0|bgp
1001|2001|-1|bgp
1002|2001|-1|bgp
1001|2002|-1|bgp
1003|2002|-1|bgp
1002|2003|-1|bgp
1004|2003|-1|bgp
1001|2004|-1|bgp
1005|2004|-1|bgp
1002|2005|-1|bgp
1003|2005|-1|bgp
1003|2006|-1|bgp
1004|2006|-1|bgp
1002|2007|-1|bgp
1005|2007|-1|bgp
1004|2008|-1|bgp
1005|2008|-1|bgp
1001|2009|-1|bgp
1004|2009|-1|bgp
1003|2010|-1|bgp
1005|2010|-1|bgp
2001|2002|0|bgp
2003|2004|0|bgp
2005|2006|0|bgp
2007|2008|0|bgp
2009|2010|0|bgp
2001|3001|-1|bgp
2006|3001|-1|bgp
2002|3002|-1|bgp
2003|3003|-1|bgp
2004|3004|-1|bgp
2005|3005|-1|bgp
2010|3005|-1|bgp
2006|3006|-1|bgp
2007|3007|-1|bgp
2008|3008|-1|bgp
2009|3009|-1|bgp
2004|3009|-1|bgp
2010|3010|-1|bgp
2001|3011|-1|bgp
2002|3012|-1|bgp
2003|3013|-1|bgp
2008|3013|-1|bgp
2004|3014|-1|bgp
2005|3015|-1|bgp
2006|3016|-1|bgp
2007|3017|-1|bgp
2002|3017|-1|bgp
2008|3018|-1|bgp
2009|3019|-1|bgp
2010|3020|-1|bgp
2001|3021|-1|bgp
2006|3021|-1|bgp
2002|3022|-1|bgp
2003|3023|-1|bgp
2004|3024|-1|bgp
2005|3025|-1|bgp
2010|3025|-1|bgp
2006|3026|-1|bgp
2007|3027|-1|bgp
2008|3028|-1|bgp
2009|3029|-1|bgp
2004|3029|-1|bgp
2010|3030|-1|bgp
3001|3002|0|bgp
3006|3007|0|bgp
3011|3012|0|bgp
3016|3017|0|bgp
3021|3022|0|bgp
3026|3027|0|bgp
3001|4001|-1|bgp
3002|4002|-1|bgp
3003|4003|-1|bgp
3004|4004|-1|bgp
3005|4005|-1|bgp
3006|4006|-1|bgp
3007|4007|-1|bgp
3008|4008|-1|bgp
3009|4009|-1|bgp
3010|4010|-1|bgp
3011|4011|-1|bgp
3012|4012|-1|bgp
3013|4013|-1|bgp
3014|4014|-1|bgp
3015|4015|-1|bgp
3016|4016|-1|bgp
3017|4017|-1|bgp
3018|4018|-1|bgp
3019|4019|-1|bgp
3020|4020|-1|bgp
3021|4021|-1|bgp
3022|4022|-1|bgp
3023|4023|-1|bgp
3024|4024|-1|bgp
3025|4025|-1|bgp
3026|4026|-1|bgp
3027|4027|-1|bgp
3028|4028|-1|bgp
3029|4029|-1|bgp
3030|4030|-1|bgp
3001|4031|-1|bgp
3002|4032|-1|bgp
3003|4033|-1|bgp
3004|4034|-1|bgp
3005|4035|-1|bgp
3006|4036|-1|bgp
3007|4037|-1|bgp
3008|4038|-1|bgp
3009|4039|-1|bgp
3010|4040|-1|bgp
3011|4041|-1|bgp
3012|4042|-1|bgp
3013|4043|-1|bgp
3014|4044|-1|bgp
3015|4045|-1|bgp
3016|4046|-1|bgp
3017|4047|-1|bgp
3018|4048|-1|bgp
3019|4049|-1|bgp
3020|4050|-1|bgp
3021|4051|-1|bgp
3022|4052|-1|bgp
3023|4053|-1|bgp
3024|4054|-1|bgp
3025|4055|-1|bgp
3026|4056|-1|bgp
3027|4057|-1|bgp
3028|4058|-1|bgp
3029|4059|-1|bgp
3030|4060|-1|bgp
3001|4061|-1|bgp
3002|4062|-1|bgp
3003|4063|-1|bgp
3004|4064|-1|bgp
3005|4065|-1|bgp
3006|4066|-1|bgp
3007|4067|-1|bgp
3008|4068|-1|bgp
3009|4069|-1|bgp
3010|4070|-1|bgp
3011|4071|-1|bgp
3012|4072|-1|bgp
3013|4073|-1|bgp
3014|4074|-1|bgp
3015|4075|-1|bgp
3016|4076|-1|bgp
3017|4077|-1|bgp
3018|4078|-1|bgp
3019|4079|-1|bgp
3020|4080|-1|bgp
3021|4081|-1|bgp
3022|4082|-1|bgp
3023|4083|-1|bgp
3024|4084|-1|bgp
3025|4085|-1|bgp
3026|4086|-1|bgp
3027|4087|-1|bgp
3028|4088|-1|bgp
3029|4089|-1|bgp
3030|4090|-1|bgp
3001|4091|-1|bgp
3002|4092|-1|bgp
3003|4093|-1|bgp
3004|4094|-1|bgp
3005|4095|-1|bgp
3006|4096|-1|bgp
3007|4097|-1|bgp
3008|4098|-1|bgp
3009|4099|-1|bgp
3010|4100|-1|bgp
3011|4101|-1|bgp
3012|4102|-1|bgp
3013|4103|-1|bgp
3014|4104|-1|bgp
3015|4105|-1|bgp
3016|4106|-1|bgp
3017|4107|-1|bgp
3018|4108|-1|bgp
3019|4109|-1|bgp
3020|4110|-1|bgp
3021|4111|-1|bgp
3022|4112|-1|bgp
3023|4113|-1|bgp
3024|4114|-1|bgp
3025|4115|-1|bgp
3026|4116|-1|bgp
3027|4117|-1|bgp
3028|4118|-1|bgp
3029|4119|-1|bgp
3030|4120|-1|bgp
3001|4121|-1|bgp
3002|4122|-1|bgp
3003|4123|-1|bgp
3004|4124|-1|bgp
3005|4125|-1|bgp
3006|4126|-1|bgp
3007|4127|-1|bgp
3008|4128|-1|bgp
3009|4129|-1|bgp
3010|4130|-1|bgp
3011|4131|-1|bgp
3012|4132|-1|bgp
3013|4133|-1|bgp
3014|4134|-1|bgp
3015|4135|-1|bgp
3016|4136|-1|bgp
3017|4137|-1|bgp
3018|4138|-1|bgp
3019|4139|-1|bgp
3020|4140|-1|bgp
3021|4141|-1|bgp
